Associated Gene Name	Chromosome Name	Gene Start (bp)	Gene End (bp)	GO Term Accession	GO Term Name	GO Term Evidence Code	GO domain	GO Term Definition
CASQ2	1	116242628	116311402	GO:0005509	calcium ion binding	IEA	molecular_function	"Interacting selectively and non-covalently with calcium ions (Ca2+)." [GOC:ai]
CNTN5	11	98891683	100229616	GO:0031225	anchored to membrane	IEA	cellular_component	"Tethered to a membrane by a covalently attached anchor, such as a lipid group, that is embedded in the membrane. When used to describe a protein, indicates that none of the peptide sequence is embedded in the membrane." [GOC:mah]
CNTN5	11	98891683	100229616	GO:0007605	sensory perception of sound	IEA	biological_process	"The series of events required for an organism to receive an auditory stimulus, convert it to a molecular signal, and recognize and characterize the signal. Sonic stimuli are detected in the form of vibrations and are processed to form a sound." [GOC:ai]
CNTN5	11	98891683	100229616	GO:0007155	cell adhesion	IEA	biological_process	"The attachment of a cell, either to another cell or to an underlying substrate such as the extracellular matrix, via cell adhesion molecules." [GOC:hb, GOC:pf]
CNTN5	11	98891683	100229616	GO:0005737	cytoplasm	IDA	cellular_component	"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures." [ISBN:0198547684]
CNTN5	11	98891683	100229616	GO:0005515	protein binding	IEA	molecular_function	"Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)." [GOC:go_curators]
CNTN5	11	98891683	100229616	GO:0005886	plasma membrane	IEA	cellular_component	"The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins." [ISBN:0716731363]
CNTN5	11	98891683	100229616					
KHNYN	14	24898492	24910540	GO:0008150	biological_process	ND	biological_process	"Any process specifically pertinent to the functioning of integrated living units: cells, tissues, organs, and organisms. A process is a collection of molecular events with a defined beginning and end." [GOC:go_curators, GOC:isa_complete]
KHNYN	14	24898492	24910540	GO:0005575	cellular_component	ND	cellular_component	"The part of a cell or its extracellular environment in which a gene product is located. A gene product may be located in one or more parts of a cell and its location may be as specific as a particular macromolecular complex, that is, a stable, persistent association of macromolecules that function together." [GOC:go_curators]
KHNYN	14	24898492	24910540	GO:0003674	molecular_function	ND	molecular_function	"Elemental activities, such as catalysis or binding, describing the actions of a gene product at the molecular level. A given gene product may exhibit one or more molecular functions." [GOC:go_curators]
KHNYN	14	24898492	24910540					
SDR39U1	14	24908972	24912111	GO:0050662	coenzyme binding	IEA	molecular_function	"Interacting selectively and non-covalently with a coenzyme, any of various nonprotein organic cofactors that are required, in addition to an enzyme and a substrate, for an enzymatic reaction to proceed." [ISBN:0198506732]
SDR39U1	14	24908972	24912111	GO:0044237	cellular metabolic process	IEA	biological_process	"The chemical reactions and pathways by which individual cells transform chemical substances." [GOC:go_curators]
SDR39U1	14	24908972	24912111	GO:0003824	catalytic activity	IEA	molecular_function	"Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic." [ISBN:0198506732]
SDR39U1	14	24908972	24912111	GO:0016491	oxidoreductase activity	IEA	molecular_function	"Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced." [GOC:go_curators]
SDR39U1	14	24908972	24912111					
REG4	1	120336641	120354283	GO:0030246	carbohydrate binding	IEA	molecular_function	"Interacting selectively and non-covalently with any carbohydrate, which includes monosaccharides, oligosaccharides and polysaccharides as well as substances derived from monosaccharides by reduction of the carbonyl group (alditols), by oxidation of one or more hydroxy groups to afford the corresponding aldehydes, ketones, or carboxylic acids, or by replacement of one or more hydroxy group(s) by a hydrogen atom. Cyclitols are generally not regarded as carbohydrates." [CHEBI:16646, GOC:mah]
REG4	1	120336641	120354283	GO:0005576	extracellular region	IEA	cellular_component	"The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite." [GOC:go_curators]
STXBP6	14	25278862	25519503	GO:0016192	vesicle-mediated transport	IEA	biological_process	"A cellular transport process in which transported substances are moved in membrane-bounded vesicles; transported substances are enclosed in the vesicle lumen or located in the vesicle membrane. The process begins with a step that directs a substance to the forming vesicle, and includes vesicle budding and coating. Vesicles are then targeted to, and fuse with, an acceptor membrane." [GOC:ai, GOC:mah, ISBN:08789310662000]
STXBP6	14	25278862	25519503	GO:0005737	cytoplasm	IEA	cellular_component	"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures." [ISBN:0198547684]
STXBP6	14	25278862	25519503	GO:0016021	integral to membrane	IEA	cellular_component	"Penetrating at least one phospholipid bilayer of a membrane. May also refer to the state of being buried in the bilayer with no exposure outside the bilayer. When used to describe a protein, indicates that all or part of the peptide sequence is embedded in the membrane." [GOC:go_curators]
STXBP6	14	25278862	25519503					
DYNC2H1	11	102980160	103350591	GO:0008105	asymmetric protein localization	IEA	biological_process	"Any process in which a protein is transported to, or maintained in, a specific location such that it is distributed asymmetrically." [GOC:ma]
DYNC2H1	11	102980160	103350591	GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II	TAS	biological_process	"The process in which an antigen-presenting cell expresses a peptide antigen of exogenous origin on its cell surface in association with an MHC class II protein complex. The peptide antigen is typically, but not always, processed from a whole protein." [GOC:add, ISBN:0781735149, PMID:15771591]
DYNC2H1	11	102980160	103350591	GO:0030286	dynein complex	IEA	cellular_component	"Any of several large complexes that contain two or three dynein heavy chains and several light chains, and have microtubule motor activity." [ISBN:0815316194]
DYNC2H1	11	102980160	103350591	GO:0021522	spinal cord motor neuron differentiation	IEA	biological_process	"The process in which neuroepithelial cells in the ventral neural tube acquire specialized structural and/or functional features of motor neurons. Motor neurons innervate an effector (muscle or glandular) tissue and are responsible for transmission of motor impulses from the brain to the periphery. Differentiation includes the processes involved in commitment of a cell to a specific fate." [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, GOC:mtg_15jun06, PMID:11262869]
DYNC2H1	11	102980160	103350591	GO:0001539	ciliary or bacterial-type flagellar motility	IEA	biological_process	"Cell motility due to movement of cilia or flagella." [GOC:hjd]
DYNC2H1	11	102980160	103350591	GO:0016485	protein processing	IEA	biological_process	"Any protein maturation process achieved by the cleavage of a peptide bond or bonds within a protein. Protein maturation is the process leading to the attainment of the full functional capacity of a protein." [GOC:curators, GOC:jl, GOC:jsg]
DYNC2H1	11	102980160	103350591	GO:0007030	Golgi organization	IDA	biological_process	"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the Golgi apparatus." [GOC:dph, GOC:jl, GOC:mah]
DYNC2H1	11	102980160	103350591	GO:0030326	embryonic limb morphogenesis	IEA	biological_process	"The process, occurring in the embryo, by which the anatomical structures of the limb are generated and organized. A limb is an appendage of an animal used for locomotion or grasping." [GOC:bf, GOC:jl, ISBN:0395825172]
DYNC2H1	11	102980160	103350591	GO:0030900	forebrain development	IEA	biological_process	"The process whose specific outcome is the progression of the forebrain over time, from its formation to the mature structure. The forebrain is the anterior of the three primary divisions of the developing chordate brain or the corresponding part of the adult brain (in vertebrates, includes especially the cerebral hemispheres, the thalamus, and the hypothalamus and especially in higher vertebrates is the main control center for sensory and associative information processing, visceral functions, and voluntary motor functions)." [http://www2.merriam-webster.com/cgi-bin/mwmednlm?book=Medical&va=forebrain]
DYNC2H1	11	102980160	103350591	GO:0031512	motile primary cilium	IEA	cellular_component	"A primary cilium which may contain a variable array of axonemal microtubules and also contains molecular motors. Motile primary cilia display a distinct twirling motion that directs fluid flow asymmetrically across the cellular surface to affect asymmetric body plan organization." [GOC:dgh, GOC:kmv, PMID:17009929, PMID:20144998]
